Date,Open,High,Low,Close,Volume,Return,Future_Return,Target,RSI,MACD,MACD_Signal,BB_High,BB_Low,MA_7,MA_30,EMA_7,Volatility
2020-02-27,8825.09375,8932.892578125,8577.19921875,8784.494140625,45470195695,-0.0040846016176541156,-0.012754184897438958,0,37.286053737870226,-33.810309439866614,140.55067804174882,10616.393298433704,8950.415295316296,9410.147879464286,9673.171061197916,9282.749609357332,0.027820018966865753
2020-02-28,8788.728515625,8890.4560546875,8492.9326171875,8672.455078125,44605450443,-0.012754184897438958,-0.008411261679117432,0,35.82309889255835,-93.94965100491208,93.65061223241665,10685.619507611771,8761.922679888228,9265.292689732143,9651.698567708334,9130.1759700615,0.026335139859820264
2020-02-29,8671.212890625,8775.6318359375,8599.5087890625,8599.5087890625,35792392544,-0.008411261679117432,-0.0043089307085921735,0,34.863964010987445,-145.81579465197137,45.75733085553905,10708.12655039682,8587.69913319693,9113.339425223214,9621.382421875,8997.509170580799,0.02593680031975288
2020-03-01,8599.7587890625,8726.796875,8471.212890625,8562.4541015625,35349164300,-0.0043089307085921735,0.03587941221856461,1,34.3606916663157,-187.7458732113264,-0.9433099578340318,10738.297099021951,8428.11286191555,8918.759207589286,9595.113248697917,8888.745400724738,0.018997229595779402
2020-03-02,8563.2646484375,8921.30859375,8532.630859375,8869.669921875,42857674409,0.03587941221856461,-0.009231886844013548,0,41.85488113615159,-193.95027532593303,-39.544703031453835,10673.866320166304,8358.687000146198,8807.258510044643,9577.673079427082,8883.976530926753,0.02811585898772542
2020-03-03,8865.3876953125,8901.5986328125,8704.990234375,8787.7861328125,42386715821,-0.009231886844013548,-0.0037028710724991143,0,40.52674843113444,-203.13305473893524,-72.26237337295012,10575.735846695447,8302.990618148302,8728.127232142857,9559.120442708334,8859.928931074648,0.026650759502709762
2020-03-04,8788.5419921875,8843.3662109375,8712.431640625,8755.24609375,34746706368,-0.0037028710724991143,0.03695117168590434,1,39.98376834334827,-210.60842001919082,-99.93158270219827,10481.541106389459,8251.271979548043,8718.802036830357,9541.1779296875,8833.758221479406,0.016576543272188164
2020-03-05,8760.28515625,9142.0546875,8757.25390625,9078.7626953125,39698054597,0.03695117168590434,0.004822595830994203,1,47.51309732436925,-188.25749958683627,-117.59676607912587,10337.205780454668,8272.271953920332,8760.840401785714,9537.771256510418,8895.00934040123,0.02173470126270882
2020-03-06,9078.30859375,9167.6953125,9032.0791015625,9122.5458984375,40826885651,0.004822595830994203,-0.02330399860322019,0,48.45556182925582,-165.1080329066499,-127.0990194446307,10265.581701658068,8267.208142091933,8825.139090401786,9521.408658854167,8951.893480233173,0.02032229698010569
2020-03-07,9121.6005859375,9163.220703125,8890.744140625,8909.9541015625,36216930370,-0.02330399860322019,-0.08999349283790192,0,44.29639714296639,-162.0483031169697,-134.0888761790985,10176.43756836876,8253.904326162492,8869.48842075893,9494.080403645834,8941.408635520871,0.022876016332268233
2020-03-08,8908.2060546875,8914.34375,8105.2529296875,8108.1162109375,39973102121,-0.08999349283790192,-0.022751484424786028,0,32.845038541098646,-221.7686507889648,-151.62483110107178,10184.401575573589,8087.737682238912,8804.5830078125,9437.819498697916,8733.085528709904,0.04297225955413019
2020-03-09,8111.146484375,8177.79345703125,7690.09814453125,7923.64453125,46936995808,-0.022751484424786028,-0.0017561412564156553,0,30.86795816957246,-280.74650844678035,-177.4491665702135,10093.518255228775,7956.785846333723,8669.4365234375,9373.103678385416,8530.725278860364,0.03874085690144591
2020-03-10,7922.14697265625,8136.9453125,7814.76318359375,7909.7294921875,42213940994,-0.0017561412564156553,0.00021501160000858555,1,30.717753508130585,-324.8648728794342,-206.93230783205763,10073.226664208725,7804.711714697523,8543.99986049107,9299.5388671875,8375.476331913333,0.03903841938506988
2020-03-11,7910.08984375,7950.814453125,7642.8125,7911.43017578125,38682762605,0.00021501160000858555,-0.37169538560117077,0,30.76209835717664,-355.5927121581717,-236.66438869728046,10028.535885811261,7679.697952079363,8423.45472935268,9234.699495442708,8259.464792724051,0.03924235226544996
2020-03-12,7913.6162109375,7929.1162109375,4860.35400390625,4970.7880859375,53980357243,-0.37169538560117077,0.11928067241286833,1,14.034712582297487,-610.1960268836574,-311.3707163345559,10626.911311939697,6609.757193919679,7836.601213727678,9060.117887369792,7437.295615196851,0.13600777856740187
2020-03-13,5017.8310546875,5838.11474609375,4106.98095703125,5563.70703125,74156772075,0.11928067241286833,-0.06530552710121185,0,23.112980288540413,-755.4193800837265,-400.18044908439003,10761.5796692236,6065.141375698277,7328.195661272322,8901.372965494791,6968.898468855255,0.15265369060078243
2020-03-14,5573.07763671875,5625.2265625,5125.0693359375,5200.3662109375,36154506008,-0.06530552710121185,0.036910617960911996,1,21.607134205671343,-889.5740455493506,-498.0591683773822,10803.729878113612,5550.576225402012,6798.254534040178,8734.239176432291,6526.765404124578,0.1519914386602173
2020-03-15,5201.06689453125,5836.64501953125,5169.283203125,5392.31494140625,33997889639,0.036910617960911996,-0.07006915676163483,0,24.40901947863793,-969.2312317821825,-592.2935810583423,10763.316714299091,5165.203402888408,6410.282924107143,8570.24580078125,6243.152788324125,0.15558229762304887
2020-03-16,5385.2294921875,5385.2294921875,4575.35791015625,5014.47998046875,45368026430,-0.07006915676163483,0.04210793838741411,1,22.689892979600614,-1050.7360186572532,-683.9820685781244,10749.271645742538,4746.525961679337,5994.68798828125,8407.747639973959,5935.9845862621,0.15555413507197305
2020-03-17,5002.578125,5371.3486328125,4981.9091796875,5225.62939453125,38622642935,0.04210793838741411,0.0024512036855608432,1,25.833565683513285,-1085.775017865988,-764.3406584356972,10717.959012248608,4418.3492885326405,5611.2451171875,8250.7875,5758.395788286814,0.15868963335970004
2020-03-18,5227.11376953125,5331.833984375,5069.3359375,5238.4384765625,37878801016,0.0024512036855608432,0.18187755736638023,1,26.03006863376578,-1099.831913632549,-831.4389094750675,10644.33319284218,4137.36954153282,5229.38916015625,8102.39736328125,5628.406460332364,0.1587958785406367
2020-03-19,5245.41650390625,6329.73583984375,5236.96875,6191.19287109375,51000731797,0.18187755736638023,0.001225199953657663,1,38.98034557581046,-1022.3082544712925,-869.6127784743124,10504.520774437897,4029.055739233978,5403.732700892857,7970.703922526041,5769.1030630416835,0.09209582610833703
2020-03-20,6191.65380859375,6844.26171875,5865.78173828125,6198.7783203125,54442976103,0.001225199953657663,-0.00221203491300348,0,39.07180473036829,-949.3150012936412,-885.5532230381782,10355.829019660048,3937.674447136827,5494.457170758928,7856.216975911459,5876.521877370251,0.08466831687833384
2020-03-21,6206.521484375,6378.13525390625,5932.8232421875,6185.06640625,42494390880,-0.00221203491300348,-0.05736583896317804,0,38.9581318088075,-882.4019784011089,-884.9229741107645,10194.23394018221,3861.5307570834157,5635.128627232143,7742.103336588541,5953.658009596039,0.07730322144663175
2020-03-22,6185.55810546875,6359.697265625,5823.7138671875,5830.2548828125,40099664740,-0.05736583896317804,0.10052048673231173,1,36.03653119402327,-848.2254355156365,-877.583466391739,9964.896539973872,3786.926653385503,5697.691476004465,7613.563785807291,5922.8072278984,0.08335969930987588
2020-03-23,5831.37451171875,6443.9345703125,5785.00439453125,6416.31494140625,46491916000,0.10052048673231173,0.04963733427047878,1,43.56490349210462,-765.0313253270542,-855.0730381788021,9723.275021016243,3791.4010532025077,5897.95361328125,7505.334895833334,6046.184156280627,0.07953324534898855
2020-03-24,6436.642578125,6789.02294921875,6411.06640625,6734.8037109375,48221910672,0.04963733427047878,-0.007979552925792555,0,47.201752491949165,-665.7259374351925,-817.2036180300802,9477.261602822893,3835.3702331146064,6113.549944196428,7399.011165364584,6218.339044950354,0.07964302991490357
2020-03-25,6738.716796875,6892.51123046875,6536.92626953125,6681.06298828125,44590107888,-0.007979552925792555,0.005295181540467819,1,46.655401182322606,-584.6229596983612,-770.6874863637364,9130.022597419384,3942.8392678149926,6319.63916015625,7300.040771484375,6334.020030785855,0.0805430877793084
2020-03-26,6675.1708984375,6735.4638671875,6590.962890625,6716.4404296875,35319797642,0.005295181540467819,-0.03672214358569481,0,47.08957409410173,-511.596238684695,-718.8692368279281,8726.47343581053,4105.777882548845,6394.674525669643,7212.531949869792,6429.625130512987,0.049703344029640814
2020-03-27,6719.38916015625,6793.83642578125,6466.70166015625,6469.79833984375,34585598367,-0.03672214358569481,-0.035179534234601295,0,44.37774123394402,-468.2265671238056,-668.7407028871037,8302.824753366776,4285.410988820724,6433.391671316965,7134.174479166667,6439.668432845814,0.05311950512281805
2020-03-28,6467.25390625,6467.5009765625,6117.837890625,6242.19384765625,34885225901,-0.035179534234601295,-0.051288198783903005,0,41.97541765619712,-447.0680481309564,-624.4061719358742,8029.0744438025595,4372.569062056815,6441.552734375,7049.431136067708,6390.299786547924,0.05551208502284002
2020-03-29,6245.62451171875,6250.46728515625,5920.0859375,5922.04296875,28373690931,-0.051288198783903005,0.08574723804008189,1,38.794211651600214,-450.93516976576666,-589.7119715018528,7751.306326836152,4450.177022773222,6454.665318080357,6957.750732421875,6273.2355820975545,0.054455331096838984
2020-03-30,5925.53857421875,6517.19580078125,5903.234375,6429.841796875,37101651525,0.08574723804008189,0.0013690436954885143,1,45.8094439134826,-408.3179349595257,-553.4331641933874,7465.370586114108,4588.123993964016,6456.597726004465,6885.428499348958,6312.387135792139,0.05018605366514583
2020-03-31,6430.6064453125,6504.51513671875,6374.162109375,6438.64453125,32786468812,0.0013690436954885143,0.026112924097839496,1,45.92514980403841,-369.5729552613657,-516.661122406983,7124.206621919779,4782.009393705221,6414.289271763393,6814.634847005208,6343.951484656739,0.04554882541867331
2020-04-01,6437.3193359375,6612.57373046875,6202.37353515625,6606.7763671875,40346426266,0.026112924097839496,0.028281287899985408,1,48.200129762736964,-321.5933180981465,-477.6475615452158,7147.190374377293,4922.624469372708,6403.676897321428,6739.205061848958,6409.65770528964,0.04704230740553938
2020-04-02,6606.7763671875,7088.24755859375,6595.91845703125,6793.62451171875,47660646124,0.028281287899985408,-0.008866740365705117,0,50.68326342865854,-265.43228807207106,-435.2045068505869,7233.404069512402,4959.402522284472,6414.703194754465,6672.7330078125,6505.649406897148,0.04831291177991858
2020-04-03,6797.396484375,7003.220703125,6673.3359375,6733.38720703125,38976504903,-0.008866740365705117,0.01992164308903499,1,49.8535484563427,-223.21186676663183,-392.8059788337959,7263.853334764568,5082.255356641683,6452.358747209822,6605.337711588541,6562.583856930775,0.04560386251876391
2020-04-04,6738.3828125,6878.95361328125,6696.48486328125,6867.52734375,33185988584,0.01992164308903499,-0.011124520572645125,0,51.74789116994405,-176.88882644131263,-349.6225483552993,7315.75259905064,5177.877332589986,6541.692103794643,6531.629866536458,6638.819728635684,0.041786867197073446
2020-04-05,6862.53759765625,6883.4140625,6715.92919921875,6791.12939453125,29510409856,-0.011124520572645125,0.0707764242948763,1,50.576044355512956,-144.67444234700088,-308.63292715363957,7266.554826421844,5404.74004662503,6665.847307477678,6453.915983072917,6676.897145109614,0.03310964976157985
2020-04-06,6788.0498046875,7271.78125,6782.8896484375,7271.78125,46896904615,0.0707764242948763,-0.013114627068677276,0,57.15047050034821,-79.44394277877109,-262.79513027866585,7306.034799276733,5569.8752593170175,6786.124372209822,6399.310221354167,6825.618171332324,0.028305431370420495
2020-04-07,7273.64404296875,7427.939453125,7136.71435546875,7176.41455078125,44243482668,-0.013114627068677276,0.02197254365887824,1,55.5709722242403,-35.039681883462436,-217.24404059962518,7267.862342728727,5801.845323286899,6891.520089285715,6368.253499348958,6913.3172661946055,0.030195731168892143
2020-04-08,7179.283203125,7356.2236328125,7153.3056640625,7334.0986328125,37563249549,0.02197254365887824,-0.004364445986660415,0,57.65488002327228,12.728080995793789,-171.2496162805414,7384.7014726581965,5799.296769529303,6995.423270089285,6348.601969401042,7018.512607849124,0.03000452206485547
2020-04-09,7337.96630859375,7341.4482421875,7179.09423828125,7302.08935546875,34815139178,-0.004364445986660415,-0.05979058460566089,0,57.069699351115,47.45447046071331,-127.50879893229046,7475.491404480072,5818.837941223053,7068.061104910715,6328.347298177084,7089.406794754053,0.030206273738606647
2020-04-10,7303.8154296875,7303.8154296875,6802.47509765625,6865.4931640625,43622840992,-0.05979058460566089,-0.0009336774645052337,0,49.66521265873014,39.292777758819284,-94.14848359406852,7486.3703828077105,5876.001638676664,7086.933384486607,6293.482731119791,7033.428387081152,0.040196362608168834
2020-04-11,6867.4404296875,6926.06982421875,6789.9208984375,6859.0830078125,31222085946,-0.0009336774645052337,0.016329994685138294,1,49.56353512501872,31.939156735867073,-68.9309555280814,7439.203464794567,6026.051369189808,7085.72705078125,6356.425895182291,6989.842042263982,0.03954112934759856
2020-04-12,6858.06787109375,7119.947265625,6811.078125,6971.091796875,35759567632,0.016329994685138294,-0.018082418492216368,0,51.43451287539822,34.74896780565268,-48.19497086133458,7458.602805204712,6062.129714326537,7111.435965401785,6403.338720703125,6985.154480916735,0.039558827272492554
2020-04-13,6965.61669921875,6965.61669921875,6668.259765625,6845.03759765625,38619308647,-0.018082418492216368,-0.0003812781513637953,0,49.22157418428147,26.498781466174478,-33.25622039583277,7464.960149984436,6066.79575821869,7050.472586495535,6458.161100260417,6950.12526010161,0.026965933851422257
2020-04-14,6843.28173828125,6958.55712890625,6793.8212890625,6842.427734375,34110434052,-0.0003812781513637953,-0.029275847531044064,0,49.17440059205828,19.524785622596028,-22.70001919214701,7472.65127144658,6075.241111365921,7002.760184151785,6506.498193359375,6923.200878669956,0.027015142611524753
2020-04-15,6845.5615234375,6928.66455078125,6633.40283203125,6642.10986328125,32288311031,-0.029275847531044064,0.07146740203164859,1,45.56479698962923,-2.1414491070318036,-18.588305175123967,7470.9067067370515,6069.552619434823,6903.904645647322,6560.752522786458,6852.928124822775,0.024884479665817805
2020-04-16,6640.4541015625,7134.45068359375,6555.50439453125,7116.80419921875,46783242377,0.07146740203164859,-0.002897315751431484,0,54.15313481877231,18.775339075391457,-11.115576325020882,7504.529483799478,6100.630428309897,6877.435337611607,6623.791682942709,6918.897143421772,0.04097402462983683
2020-04-17,7116.552734375,7167.18310546875,7050.33203125,7096.1845703125,32513423567,-0.002897315751431484,0.02275595669052466,1,53.756390377871924,33.304301424364894,-2.2316007751437263,7508.509734081529,6182.049250293471,6910.391252790178,6685.716552734375,6963.219000144456,0.03260939366818012
2020-04-18,7092.29150390625,7269.95654296875,7089.2470703125,7257.6650390625,32447188386,0.02275595669052466,-0.009402505352301915,0,56.44745791322599,57.18948822000766,9.65261702388655,7446.45251445587,6377.668676950379,6967.33154296875,6721.265625,7036.830509873968,0.033095381332083354
2020-04-19,7260.92236328125,7280.52197265625,7167.0546875,7189.4248046875,31311210215,-0.009402505352301915,-0.04276646838190479,0,54.9910923242887,69.80755617847262,21.683604854803768,7448.72225658226,6451.35723560524,6998.52197265625,6754.287174479166,7074.979083577352,0.03351488247898912
2020-04-20,7186.87353515625,7240.29052734375,6835.5029296875,6881.95849609375,37747113936,-0.04276646838190479,-0.00023761461322069355,0,48.87274083072331,54.37075225607714,28.221034335058444,7414.179393477924,6530.231495193951,7003.79638671875,6777.516910807291,7026.723936706451,0.0374066023564799
2020-04-21,6879.7841796875,6934.5517578125,6834.4423828125,6880.3232421875,32589741511,-0.00023761461322069355,0.034429236680519004,1,48.84161618276288,41.52633289123969,30.882094046294696,7397.675792544681,6574.089783627193,7009.210030691965,6812.519189453125,6990.123763076714,0.037405528995901445
2020-04-22,6879.4404296875,7145.86572265625,6867.78173828125,7117.20751953125,33249153866,0.034429236680519004,0.043910071328696176,1,53.4649346050606,49.88655827223556,34.68298689148287,7407.750251030929,6596.373625922196,7077.081124441965,6835.882275390625,7021.894702190348,0.03644184520686814
2020-04-23,7121.30615234375,7491.78515625,7081.5947265625,7429.724609375,43500782316,0.043910071328696176,0.016309658285092787,1,58.76007063078713,80.79822283722206,43.90603408063071,7463.348032473663,6610.409584713838,7121.784040178572,6859.046305338542,7123.852178986511,0.02960174340678451
2020-04-24,7434.181640625,7574.19580078125,7434.181640625,7550.90087890625,34636526286,0.016309658285092787,0.002520911948821203,1,60.630680374755855,113.76246902211369,57.87732106892731,7544.665220509296,6597.429750193829,7186.743512834822,6888.040901692709,7230.614353966445,0.029470887062295996
2020-04-25,7550.48291015625,7641.36376953125,7521.67236328125,7569.93603515625,32941541447,0.002520911948821203,0.014522071498782596,1,60.93047713678053,139.8111932379452,74.2640955027309,7612.337785764092,6607.637849001534,7231.353655133928,6916.490755208333,7315.444774263897,0.028916577526872204
2020-04-26,7570.13916015625,7700.59423828125,7561.40771484375,7679.8671875,33070154491,0.014522071498782596,0.015069777105927384,1,62.69716523282723,167.3958845542611,92.89045331303694,7687.534130029592,6573.2500984860335,7301.416852678572,6956.826383463542,7406.550377572923,0.028141728213130584
2020-04-27,7679.4189453125,7795.60107421875,7679.4189453125,7795.60107421875,36162144725,0.015069777105927384,0.001469741643032707,1,64.51634080635009,196.3325096308845,113.57886457660646,7789.563415307536,6533.139465551839,7431.937220982143,7008.606624348959,7503.813051734381,0.01600502303379045
2020-04-28,7796.97021484375,7814.52734375,7730.806640625,7807.05859375,33187959921,0.001469741643032707,0.1273180520232342,1,64.69987785291076,217.68023727881246,134.39913911704767,7870.442799526913,6499.556077426211,7564.327985491072,7071.440478515625,7579.624437238285,0.015689334594750637
2020-04-29,7806.71240234375,8871.75390625,7786.04931640625,8801.0380859375,60201052203,0.1273180520232342,-0.01618949646720247,0,76.20073815037414,311.21678980107754,169.76266925385366,8243.277084302801,6276.616665697198,7804.875209263393,7150.480354817709,7884.97784941309,0.04447022734848441
2020-04-30,8797.669921875,9440.650390625,8533.255859375,8658.5537109375,66964629541,-0.01618949646720247,0.023816089558295506,1,72.55171751912653,369.58750856010556,209.72763711510407,8487.531846517759,6211.66795816974,7980.422223772322,7224.477327473958,8078.371814794193,0.047399968356840017
2020-05-01,8672.7822265625,9048.0234375,8667.763671875,8864.7666015625,44068389997,0.023816089558295506,0.013968791699848548,1,74.45807367064366,427.55776087347385,253.29366186677805,8740.498704337007,6159.269459725492,8168.117327008928,7299.743668619792,8274.970511486272,0.04730812720913142
2020-05-02,8869.0576171875,9007.1875,8811.3662109375,8988.5966796875,40134388683,0.013968791699848548,-0.010138170944239966,0,75.55595877619753,477.98177947798195,298.2312853890188,8983.4706456497,6118.04800669405,8370.783133370536,7372.909407552083,8453.377053536578,0.04663185806265977
2020-05-03,8983.6142578125,9167.78125,8830.9716796875,8897.46875,47101785174,-0.010138170944239966,0.0017067266322232655,1,73.06690656532832,504.77122667763433,339.53927364674195,9161.244807170235,6145.516960407892,8544.72621372768,7445.045458984375,8564.399977652434,0.048511618519708
2020-05-04,8895.7451171875,8956.90625,8645.0244140625,8912.654296875,45718796276,0.0017067266322232655,0.010144678859214995,1,73.22519718636639,521.2191138163644,375.8752416806664,9311.3760924692,6202.408331358925,8704.305245535714,7513.216357421875,8651.463557458075,0.04909779602988714
2020-05-05,8912.83203125,9062.4150390625,8856.8271484375,9003.0703125,43148462663,0.010144678859214995,0.029511199738283755,1,74.19756214068765,535.3784897291407,407.7758912903613,9431.450056762686,6318.430411987315,8875.1640625,7586.947721354167,8739.365246218556,0.048651362099004766
2020-05-06,9007.44140625,9411.4677734375,8966.7060546875,9268.76171875,49371886931,0.029511199738283755,0.07366214135771076,1,76.85727271586633,561.5655945499302,438.53383194227507,9610.42239126076,6354.653829442367,8941.981724330357,7653.513736979166,8871.714364351417,0.016859181505065175
2020-05-07,9261.8955078125,9992.6640625,9138.322265625,9951.5185546875,61112700562,0.07366214135771076,-0.010938284289408906,0,81.99379395076144,630.1478818826017,476.85664193034046,9910.446313444863,6340.163305695761,9126.690987723214,7746.017203776041,9141.665411935437,0.026957025601863232
2020-05-08,9936.162109375,9996.7431640625,9767.1728515625,9842.666015625,51780748042,-0.010938284289408906,-0.025274608612654736,0,78.98390587317965,668.0158773105322,515.0884890063788,10141.142793403365,6367.966923393511,9266.390904017857,7829.636116536459,9316.915562857828,0.029316312304453706
2020-05-09,9840.90625,9913.86328125,9580.64453125,9593.896484375,46566121841,-0.025274608612654736,-0.0872915214038874,0,72.43925274382835,670.2269552548023,546.1161822560636,10280.891237542904,6468.66564722272,9352.8623046875,7906.0296875,9386.16079323712,0.03314201477692854
2020-05-10,9591.1689453125,9595.5810546875,8395.107421875,8756.4306640625,63325279337,-0.0872915214038874,-0.017659566044374797,0,55.70528242740295,597.5149770351582,556.3959412118825,10252.194550637389,6684.809550925111,9332.71400669643,7969.0609375,9228.728260943464,0.049616594851324934
2020-05-11,8755.53515625,9033.470703125,8374.3232421875,8601.7958984375,57119858802,-0.017659566044374797,0.023562712138033515,1,53.25880516186476,521.4020785848952,549.3971686864851,10182.769565578394,6926.381801609105,9288.3056640625,8027.1513671875,9071.995170316974,0.049965466910071664
2020-05-12,8610.3857421875,8949.8984375,8569.6435546875,8804.4775390625,42142717533,0.023562712138033515,0.05287193516704303,1,55.987250502244024,471.99589781377836,533.9169145119438,10129.520029679159,7148.358339461465,9259.935267857143,8088.264225260416,9005.115762503354,0.05084716871763793
